word,SINGLE_STRATEGY,WEIGHTED_SINGLE,DOUBLE_STRATEGY,WEIGHTED_DOUBLE,TRIPLE_STRATEGY,WEIGHTED_TRIPLE
sexly,5,5,6,4,6,6
sexto,6,6,6,5,5,5
sfoot,13,11,11,10,9,9
shack,10,9,8,5,3,3
shade,8,5,6,6,8,8
shady,10,9,7,5,8,8
shaft,7,8,6,5,5,5
shahi,6,4,5,10,10,10
shaka,8,10,7,8,4,4
shake,11,8,9,9,5,5
shako,6,5,9,6,6,6
shaku,8,9,10,7,5,5
shaky,10,11,8,6,4,4
shale,6,5,4,3,4,4
shall,7,8,5,3,6,6
shalt,7,8,5,3,4,4
shaly,7,8,5,3,5,5
shama,6,9,5,6,4,4
shame,9,6,5,5,3,3
shane,6,4,4,4,4,4
shang,7,7,5,3,4,4
shank,8,8,6,5,4,4
shant,7,8,5,3,4,4
shape,9,7,7,7,7,7
shape,9,7,7,7,7,7
shaps,6,10,7,8,9,9
shapy,7,9,6,7,9,9
shard,7,9,4,4,4,4
share,6,6,3,3,3,3
shari,6,3,3,3,3,3
shark,9,10,6,6,5,5
sharn,7,7,5,5,2,2
sharp,8,9,7,7,7,7
shaul,6,6,5,4,5,5
shaup,8,9,7,7,6,6
shave,12,9,8,8,3,3
shawl,6,7,6,5,6,6
shawm,12,11,7,7,3,3
shawn,8,7,5,4,3,3
shawy,11,12,10,8,7,7
sheaf,8,8,6,5,7,7
sheal,5,4,4,3,5,5
shean,5,7,4,3,7,7
shear,5,4,3,2,5,5
sheat,6,5,4,3,5,5
sheen,6,8,4,5,5,5
sheep,7,8,6,8,7,7
sheer,8,9,5,8,4,4
sheet,5,8,5,6,4,4
sheik,6,5,8,8,4,4
shela,7,5,4,3,5,5
sheld,8,6,6,4,5,5
shelf,9,7,7,5,6,6
shell,9,6,5,4,7,7
shemu,9,9,7,7,6,6
shend,8,7,5,6,3,3
sheng,9,7,4,5,4,4
sheol,5,4,6,4,5,5
sheth,9,8,5,6,4,4
sheva,8,7,6,6,6,6
shewa,8,6,5,5,5,5
shiah,6,4,6,6,7,7
shice,7,6,7,5,5,5
shide,8,7,6,4,6,6
shied,6,5,6,6,7,7
shiel,5,3,6,4,6,6
shier,4,3,7,6,5,5
shies,4,4,6,7,8,8
shift,9,8,7,7,5,5
shiko,6,6,8,5,7,7
shilf,9,6,6,4,8,8
shilh,8,7,7,5,9,9
shill,7,6,5,4,10,10
shina,5,5,4,4,4,4
shine,7,6,4,3,3,3
shiny,8,8,7,6,4,4
shire,5,2,4,5,3,3
shirk,7,10,8,5,6,6
shirl,5,6,7,3,5,5
shirr,3,3,4,6,7,7
shirt,6,7,5,4,3,3
shish,6,7,7,10,13,13
shisn,5,5,7,6,7,7
shita,5,4,4,4,5,5
shive,9,8,8,6,7,7
shivy,10,9,10,9,10,10
shluh,6,8,7,8,8,8
shoad,10,8,7,6,6,6
shoal,7,6,7,5,4,4
shoat,8,5,5,5,5,5
shock,11,9,7,7,5,5
shode,9,8,7,6,9,9
shoer,6,6,5,4,6,6
shogi,8,8,7,8,5,5
shoji,9,9,9,10,5,5
shojo,9,8,9,6,11,11
shola,7,5,5,4,4,4
shole,7,5,5,4,7,7
shona,6,5,5,4,4,4
shone,8,7,5,4,3,3
shood,9,8,10,11,12,12
shooi,7,10,7,9,6,6
shook,11,10,11,8,9,9
shool,8,5,5,5,8,8
shoop,10,10,9,10,11,11
shoor,5,6,4,5,7,7
shoot,11,9,6,6,6,6
shore,8,7,5,3,3,3
shorn,6,7,5,5,4,4
short,5,6,6,3,3,3
shote,8,7,4,3,5,5
shott,8,9,7,6,7,7
shout,11,9,7,5,6,6
shove,10,9,8,7,6,6
shown,7,8,8,6,6,6
showy,12,9,11,10,10,10
shoya,9,6,6,6,6,6
shrab,10,9,7,6,10,10
shraf,12,11,9,8,11,11
shrag,11,10,8,7,5,5
shram,8,7,5,4,6,6
shrap,9,8,6,5,9,9
shred,8,7,7,5,7,7
shree,7,8,5,7,8,8
shree,7,8,5,7,8,8
shrew,9,8,8,6,8,8
shrip,7,6,7,5,6,6
shrog,9,7,8,5,4,4
shrub,8,9,8,8,8,8
shrug,9,10,9,9,5,5
shuba,9,8,5,6,7,7
shuck,10,9,8,8,5,5
shuff,11,10,10,9,11,11
shune,7,5,6,5,4,4
shunt,8,7,7,7,5,5
shure,6,5,5,4,5,5
shurf,10,11,7,6,5,5
shush,10,8,8,10,10,10
shyam,9,8,8,6,6,6
shyer,8,4,9,9,10,10
shyly,8,7,7,5,9,9
sibby,10,8,11,9,8,8
sibyl,6,5,7,6,8,8
sicca,9,7,7,7,7,7
sicel,6,5,6,5,5,5
sided,6,6,7,7,8,8
sider,4,3,6,5,5,5
sides,5,7,6,8,8,8
sidhe,8,4,7,5,6,6
sidle,7,3,7,6,6,6
sidth,6,6,6,6,6,6
siege,5,6,8,5,7,7
siena,4,3,4,5,4,4
sieva,6,4,5,6,6,6
sieve,6,7,7,8,6,6
sievy,7,4,9,7,5,5
sifac,8,7,7,6,8,8
sight,7,7,7,7,9,9
sigil,6,6,7,7,8,8
sigla,9,4,6,4,5,5
sigma,9,5,8,6,6,6
sigma,9,5,8,6,6,6
sikar,6,5,8,7,10,10
siket,5,7,6,6,4,4
silas,5,5,5,5,9,9
silen,5,4,4,5,5,5
silex,6,5,5,6,7,7
silky,7,6,7,7,9,9
silly,5,7,4,5,7,7
silty,5,5,6,4,4,4
silva,8,5,5,5,7,7
silyl,6,6,4,4,8,8
simal,8,5,5,3,5,5
simar,5,4,7,6,5,5
simia,6,8,6,9,4,4
simon,5,5,6,6,6,6
sinae,3,2,4,3,4,4
sinal,7,4,4,2,5,5
since,5,3,6,5,7,7
sinew,6,5,5,5,6,6
singe,6,4,5,4,7,7
singh,8,7,8,6,7,7
sinic,5,9,5,5,7,7
sinky,7,6,9,8,7,7
sinto,5,5,5,5,4,4
sintu,6,6,6,5,6,6
sinus,7,8,7,9,9,9
sioux,6,6,7,10,11,11
siper,9,4,8,7,6,6
sipid,9,10,7,7,7,7
siren,4,3,5,2,5,5
sirih,5,7,6,7,7,7
siris,4,8,5,8,8,8
sirki,5,3,8,6,5,5
sirky,7,7,7,5,5,5
siroc,5,5,5,4,4,4
sirup,7,6,6,4,6,6
sisal,6,7,6,4,6,6
sisel,5,6,5,6,7,7
sissu,5,8,9,8,9,9
sissy,6,8,10,10,9,9
sitao,5,4,6,4,7,7
sitar,4,3,6,5,5,5
sitch,7,6,6,5,4,4
sithe,8,4,5,4,3,3
sitio,5,6,6,4,5,5
sitka,5,5,5,5,6,6
sitta,4,6,5,4,5,5
situs,6,7,7,7,7,7
siusi,5,5,6,9,8,8
sivan,8,6,9,9,9,9
siver,10,5,7,6,4,4
siwan,7,5,7,8,7,7
sixer,12,7,10,9,8,8
sixte,9,5,6,5,4,4
sixth,7,7,7,7,7,7
sixty,7,7,7,7,5,5
sizal,9,6,7,5,8,8
sizar,7,6,9,8,9,9
sized,7,6,8,8,9,9
sizer,11,6,9,8,7,7
sizes,7,10,7,8,9,9
sjaak,5,11,4,4,4,4
skaff,12,10,9,9,7,7
skair,5,4,4,5,5,5
skart,9,9,8,8,8,8
skate,7,5,6,5,7,7
skean,7,9,6,5,9,9
skeed,8,10,7,8,5,5
skeeg,9,11,8,8,3,3
skeel,7,8,6,5,8,8
skeen,8,10,6,7,6,6
skeer,10,13,9,11,4,4
skeet,6,9,6,7,5,5
skeif,7,6,9,7,4,4
skein,6,5,4,6,5,5
skelf,11,8,8,6,7,7
skell,11,10,9,8,8,8
skelp,10,7,7,5,6,6
skemp,10,9,7,7,7,7
skene,6,7,5,5,6,6
skere,4,7,4,5,4,4
skete,6,8,5,6,5,5
skewl,7,7,6,5,6,6
skewy,11,9,10,8,6,6
skice,9,8,9,7,7,7
skidi,8,11,6,10,7,7
skied,6,6,8,8,7,7
skier,6,5,9,8,7,7
skies,5,5,7,7,8,8
skiff,10,12,11,12,9,9
skift,10,9,9,11,6,6
skill,9,7,7,5,9,9
skime,8,8,10,8,8,8
skimp,9,10,9,8,7,7
skink,10,11,9,11,8,8
skirl,6,7,8,4,7,7
skirp,9,9,9,6,6,6
skirr,4,4,4,10,8,8
skirt,8,9,6,7,5,5
skite,10,8,10,9,6,6
skive,9,9,11,9,9,9
skoal,8,7,8,6,6,6
skout,13,11,11,10,9,9
skulk,10,8,9,8,9,9
skull,9,9,7,6,8,8
skulp,9,8,8,7,8,8
skunk,10,8,10,9,7,7
skuse,10,9,10,10,9,9
skyey,9,5,11,10,10,10
skyre,7,6,9,6,7,7
slack,11,10,8,9,5,5
slade,5,5,5,6,7,7
slain,4,4,5,4,4,4
slait,4,5,5,5,6,6
slake,7,7,8,9,6,6
slaky,10,8,9,10,5,5
slamp,8,9,6,7,5,5
slane,4,3,5,4,5,5
slang,6,7,6,3,5,5
slank,7,8,7,5,5,5
slant,5,6,6,3,4,4
slape,6,6,6,7,8,8
slare,2,2,4,2,4,4
slart,3,5,3,3,3,3
slash,6,7,6,7,8,8
slate,4,4,4,3,4,4
slath,5,8,5,4,4,4
slaty,4,7,6,5,5,5
slaum,7,8,7,8,5,5
slave,8,8,7,8,5,5
slave,8,8,7,8,5,5
slavi,5,5,4,6,6,6
sleck,7,5,6,5,6,6
sleek,6,8,6,6,6,6
sleep,5,7,5,5,7,7
sleer,4,7,4,3,6,6
sleet,4,6,4,4,6,6
slent,6,4,4,3,5,5
slept,6,5,6,5,5,5
slete,5,5,4,5,4,4
slice,6,4,8,6,6,6
slich,8,6,6,5,6,6
slick,9,7,7,6,6,6
slide,7,5,7,5,7,7
slime,8,6,9,7,5,5
slimy,7,5,7,7,7,7
sline,4,3,5,3,4,4
sling,6,4,5,4,3,3
slink,7,5,6,5,4,4
slipe,9,7,11,9,6,6
slirt,5,6,6,4,6,6
slish,5,5,7,6,8,8
slite,5,3,6,3,5,5
slive,10,8,10,8,9,9
sloan,5,5,4,3,6,6
slock,6,9,8,5,6,6
sloka,7,5,5,4,5,5
sloke,8,6,8,6,8,8
slone,6,3,6,4,6,6
slonk,5,8,6,4,6,6
sloom,6,5,7,10,5,5
sloop,7,6,8,7,11,11
slope,7,5,7,5,7,7
slops,7,8,10,8,13,13
slopy,8,7,9,7,12,12
slorp,8,5,6,3,6,6
slosh,6,7,7,6,9,9
slote,6,4,6,4,6,6
sloth,6,5,5,4,6,6
slour,4,5,4,4,6,6
slows,8,11,10,9,12,12
sloyd,9,9,10,9,14,14
sluer,5,6,5,4,8,8
sluig,7,8,6,5,4,4
sluit,5,6,6,6,5,5
slump,8,8,8,8,6,6
slung,6,7,6,5,4,4
slunk,6,7,7,7,5,5
slurp,6,6,7,4,7,7
slush,6,8,7,6,9,9
slyly,7,8,4,5,10,10
slype,7,4,7,5,8,8
smack,9,8,7,6,3,3
smaik,7,8,5,6,4,4
small,6,7,6,4,6,6
smalm,8,10,7,5,7,7
smalt,6,7,6,4,3,3
smarm,8,12,6,7,3,3
smart,7,7,4,4,2,2
smash,8,8,6,5,4,4
smaze,10,9,6,10,5,5
smear,4,3,5,4,3,3
smeek,8,10,8,5,6,6
smeer,7,12,8,10,4,4
smell,8,8,8,3,6,6
smelt,7,5,6,4,4,4
smeth,8,7,6,5,3,3
smich,11,7,7,7,4,4
smile,6,5,7,6,3,3
smily,7,5,6,6,4,4
smirk,9,9,5,4,3,3
smite,8,6,8,7,4,4
smith,7,6,6,6,3,3
smock,10,9,9,9,4,4
smoke,9,9,11,9,4,4
smoky,11,12,11,11,5,5
smolt,7,6,6,5,5,5
smook,12,10,11,10,5,5
smoos,7,11,10,11,6,6
smoot,10,8,9,8,4,4
smore,7,6,8,6,2,2
smote,7,6,7,6,3,3
smous,8,10,9,9,4,4
smout,10,8,9,8,3,3
smurr,5,7,5,5,4,4
smuse,9,8,9,9,4,4
smush,9,7,9,9,4,4
smyth,8,8,8,8,5,5
snack,10,9,5,6,4,4
snaff,9,9,9,10,9,9
snafu,7,8,4,9,8,8
snail,3,5,4,4,6,6
snake,6,6,5,6,3,3
snaky,9,8,7,7,4,4
snape,5,5,4,5,4,4
snaps,5,8,8,8,8,8
snapy,6,7,8,8,7,7
snare,3,3,7,7,3,3
snark,5,6,9,7,5,5
snarl,3,4,6,2,6,6
snary,5,5,7,7,4,4
snath,5,6,5,4,3,3
snead,4,6,4,3,5,5
sneak,6,8,6,5,6,6
sneap,5,7,5,4,7,7
sneck,7,7,6,7,6,6
sneer,5,10,7,9,4,4
snell,6,5,5,6,7,7
snerp,4,5,4,4,4,4
snick,8,7,7,6,4,4
snide,6,4,6,5,4,4
sniff,9,8,10,9,7,7
snift,6,6,7,7,5,5
snipe,7,5,7,6,6,6
snipy,7,6,9,7,7,7
snirl,4,4,4,3,6,6
snirt,5,5,3,6,5,5
snite,5,4,4,8,4,4
snivy,8,7,10,8,8,8
snock,8,8,7,7,7,7
snoek,6,6,6,4,7,7
snoga,6,6,6,5,3,3
snoke,6,7,6,5,6,6
snood,7,9,10,9,8,8
snook,9,11,11,10,8,8
snoop,8,8,9,8,7,7
snoot,6,6,6,6,5,5
snore,4,3,4,7,5,5
snork,5,7,6,6,7,7
snort,4,6,5,5,4,4
snout,6,7,7,5,6,6
snowk,9,9,10,9,8,8
snowl,7,6,8,6,8,8
snowy,8,8,10,9,6,6
snuck,7,8,8,9,6,6
snuff,8,9,9,9,6,6
snurl,5,5,6,4,5,5
snurp,6,6,7,5,7,7
snurt,5,7,5,6,6,6
soaky,7,6,9,7,7,7
soapy,6,5,7,8,10,10
soary,4,4,8,8,9,9
sobby,13,11,14,12,9,9
sober,6,7,6,5,8,8
socht,8,6,7,5,5,5
socii,6,7,6,5,6,6
socky,9,9,9,6,5,5
socle,7,5,6,5,5,5
soddy,10,10,11,7,11,11
sodic,7,7,6,5,6,6
sodio,6,8,8,8,9,9
sodom,8,7,8,6,8,8
sofar,8,7,6,5,8,8
sofia,6,4,7,8,10,10
softa,7,5,8,6,5,5
softy,8,7,7,6,6,6
soger,7,8,7,6,4,4
soget,6,5,5,4,5,5
soggy,14,12,9,11,9,9
soily,5,4,7,7,8,8
soken,6,6,5,4,8,8
solan,5,5,4,2,5,5
solar,5,4,4,3,4,4
solay,7,6,5,4,5,5
soldi,4,6,6,5,5,5
soldo,5,5,6,6,8,8
solea,3,3,4,4,4,4
solea,3,3,4,4,4,4
solen,5,5,5,4,5,5
solen,5,5,5,4,5,5
soler,5,5,4,3,6,6
soles,4,6,5,6,7,7
solid,5,7,5,4,5,5
solio,4,8,5,5,6,6
solio,4,8,5,5,6,6
solod,6,5,5,5,9,9
solon,5,6,4,5,6,6
solon,5,6,4,5,6,6
solum,7,5,6,6,6,6
solve,7,4,5,5,7,7
somal,6,5,6,4,6,6
somal,6,5,6,4,6,6
somma,6,6,8,5,6,6
sonar,6,5,4,3,4,4
songo,6,6,6,6,7,7
songy,10,6,7,5,5,5
sonic,5,5,6,4,4,4
sonja,10,5,6,5,7,7
sonly,7,4,5,5,6,6
sonny,9,7,7,7,7,7
sonny,9,7,7,7,7,7
sonsy,7,8,8,8,9,9
sooke,8,8,9,11,10,10
sooky,9,10,9,8,10,10
soord,5,10,8,8,9,9
sooth,8,8,6,5,6,6
sooty,7,8,7,6,5,5
sophy,10,7,10,9,13,13
sophy,10,7,10,9,13,13
sopor,7,7,5,4,6,6
soppy,10,7,12,10,12,12
soral,4,3,3,2,10,10
sorda,5,4,6,4,8,8
soree,4,6,3,4,6,6
sorex,7,6,5,3,5,5
sorgo,6,8,7,7,5,5
sorra,4,6,4,3,8,8
sorry,4,7,5,5,4,4
sorty,6,6,5,5,4,4
sorus,5,7,5,6,9,9
sorva,6,5,7,5,9,9
sosia,5,5,6,8,9,9
soter,5,6,4,3,3,3
sotho,7,8,6,5,4,4
sotie,4,4,5,4,4,4
sotik,6,6,6,4,5,5
sotol,6,5,5,3,5,5
sough,10,8,8,7,8,8
souly,7,5,6,6,8,8
sound,7,6,8,5,5,5
soupy,9,6,10,8,9,9
soury,6,5,6,6,5,5
souse,7,10,7,8,8,8
south,8,7,7,4,5,5
south,8,7,7,4,5,5
sowan,6,5,6,4,6,6
sowar,7,6,5,4,7,7
sowel,6,4,7,6,6,6
sower,8,9,8,7,7,7
sowle,8,6,7,6,8,8
sowse,8,10,8,9,9,9
sowte,7,6,5,4,4,4
soyot,7,5,7,6,5,5
sozin,5,6,6,5,6,6
space,7,7,7,8,4,4
space,7,7,7,8,4,4
spack,11,10,7,7,6,6
spacy,10,8,8,6,6,6
spade,9,8,8,6,7,7
spaer,3,4,4,3,5,5
spahi,9,4,5,5,5,5
spaid,8,7,5,5,6,6
spaik,9,8,6,6,6,6
spald,9,9,8,6,6,6
spale,7,6,6,5,5,5
spall,8,9,8,6,7,7
spalt,8,9,8,6,5,5
spane,7,5,6,5,6,6
spang,7,8,6,5,6,6
spank,8,8,6,5,6,6
spann,6,9,3,6,6,6
spare,7,7,6,6,6,6
spark,9,10,8,7,6,6
sparm,9,9,7,6,3,3
spart,8,8,6,6,5,5
spary,8,8,6,6,6,6
spasm,6,7,7,9,6,6
spass,5,8,6,10,8,8
spate,6,4,5,4,5,5
spave,9,9,8,7,6,6
spawn,7,8,6,5,4,4
speak,8,8,7,6,7,7
speal,6,5,5,4,6,6
spean,6,8,5,4,8,8
spear,6,5,4,3,6,6
spece,8,8,8,7,7,7
speck,10,9,7,7,6,6
specs,6,10,8,9,8,8
speed,7,8,6,7,6,6
speel,6,7,5,4,7,7
speen,7,7,5,6,6,6
speer,9,5,6,8,5,5
spelk,9,6,7,5,7,7
spell,10,9,6,5,8,8
spelt,8,6,5,3,5,5
spend,9,8,7,6,4,4
spent,8,7,5,5,4,4
speos,6,6,8,5,8,8
sperm,5,6,4,3,5,5
spewy,10,10,9,9,5,5
sphex,7,8,6,7,8,8
spica,9,6,5,5,6,6
spica,9,6,5,5,6,6
spice,8,7,8,6,4,4
spick,11,10,7,7,4,4
spicy,11,9,8,8,7,7
spied,6,5,6,7,7,7
spiel,5,4,5,5,6,6
spier,5,4,8,7,6,6
spiff,12,11,11,10,10,10
spike,9,8,9,8,8,8
spike,9,8,9,8,8,8
spiky,12,10,9,9,6,6
spile,7,6,6,5,5,5
spill,8,5,6,4,7,7
spilt,6,4,5,4,4,4
spina,6,6,5,5,4,4
spine,8,7,6,5,4,4
spink,9,9,8,8,4,4
spiny,9,9,8,7,5,5
spire,6,3,5,4,4,4
spiro,7,3,5,4,6,6
spirt,7,8,7,5,4,4
spiry,4,5,7,5,5,5
spise,4,6,7,7,9,9
spite,9,7,7,6,4,4
spitz,8,8,8,8,5,5
splat,6,4,6,4,6,6
splay,7,6,7,5,8,8
splet,6,5,4,4,5,5
split,5,7,6,5,5,5
spock,12,10,8,10,7,7
spode,10,9,10,8,8,8
spoil,5,7,6,5,5,5
spoke,10,10,11,9,7,7
spoky,11,9,11,11,10,10
spole,8,4,6,5,7,7
spong,8,8,7,6,4,4
spoof,13,12,11,11,13,13
spook,12,11,10,10,10,10
spool,9,6,6,6,10,10
spoom,11,10,9,9,6,6
spoon,7,8,8,7,8,8
spoor,6,7,5,5,8,8
spoot,12,10,8,7,7,7
spore,9,8,7,5,5,5
sport,6,7,7,4,4,4
sposh,8,7,10,7,9,9
spout,12,10,8,7,7,7
sprad,9,8,7,6,8,8
sprag,10,9,8,7,4,4
sprat,7,6,7,6,7,7
spray,8,7,9,8,9,9
spree,8,5,7,8,9,9
spret,6,5,4,5,4,4
sprew,10,6,9,7,7,7
sprig,8,6,7,5,4,4
sprit,6,4,5,4,4,4
sprod,8,7,6,7,7,7
sprue,6,4,5,4,7,7
sprug,8,6,8,8,5,5
spuke,10,7,10,9,8,8
spume,9,6,9,8,7,7
spumy,11,10,10,9,8,8
spung,9,8,8,8,5,5
spunk,9,8,9,8,6,6
spurl,7,5,7,4,6,6
spurn,5,7,6,6,5,5
spurt,6,7,7,5,5,5
sputa,7,8,7,6,7,7
spyer,9,5,9,9,9,9
squab,12,11,10,9,9,9
squad,10,9,9,8,10,10
squam,9,8,8,7,5,5
squat,8,7,6,6,8,8
squaw,13,12,11,10,11,11
squib,9,9,9,9,8,8
squid,7,8,8,8,7,7
squin,7,7,7,6,5,5
squit,7,7,8,8,5,5
sruti,4,3,5,4,3,3
staab,4,6,3,3,3,3
stack,10,9,7,6,4,4
stacy,7,9,8,9,5,5
stade,6,5,5,5,7,7
staff,12,11,10,10,9,9
stage,7,6,7,7,4,4
stagy,8,10,8,4,4,4
staia,3,5,3,8,5,5
staid,7,7,4,5,7,7
stain,6,5,4,4,3,3
staio,5,5,6,7,8,8
stair,4,3,3,3,4,4
stake,8,7,8,8,6,6
stale,4,3,3,2,4,4
stalk,5,7,5,3,4,4
stall,4,6,4,2,5,5
stamp,11,9,6,6,4,4
stand,6,6,4,4,3,3
stane,5,4,3,4,4,4
stang,7,7,4,3,4,4
stank,8,8,5,5,5,5
stare,4,4,2,2,3,3
stark,7,8,6,5,5,5
starn,5,5,5,4,3,3
start,6,11,4,6,6,6
stary,6,6,3,3,4,4
stash,7,3,5,7,4,4
state,5,9,4,9,6,6
state,5,9,4,9,6,6
stauk,7,8,8,7,6,6
staun,5,6,4,5,4,4
staup,6,8,7,7,7,7
stave,9,8,6,6,5,5
stawn,6,7,5,6,5,5
stays,6,10,6,8,8,8
stchi,5,4,6,5,3,3
stead,6,5,5,4,6,6
steak,8,7,6,5,7,7
steal,4,3,3,2,4,4
steam,7,6,4,3,5,5
stean,4,4,3,2,4,4
stech,10,7,6,7,7,7
steed,7,8,5,6,5,5
steek,9,9,7,8,8,8
steel,5,6,4,3,5,5
steen,6,7,3,5,6,6
steen,6,7,3,5,6,6
steep,8,7,6,7,9,9
steer,6,11,3,3,3,3
steid,5,5,7,6,4,4
stein,4,4,4,5,5,5
stein,4,4,4,5,5,5
stela,4,4,3,3,3,3
stele,6,6,3,6,4,4
stell,7,5,5,3,5,5
stema,5,6,4,4,5,5
stend,8,6,7,8,3,3
steng,9,7,4,6,4,4
steno,5,5,6,7,4,4
stent,7,8,5,9,5,5
stept,9,10,8,9,9,9
stere,3,7,3,4,6,6
steri,3,3,3,3,2,2
sterk,7,6,7,6,5,5
stern,5,5,3,5,3,3
stern,5,5,3,5,3,3
stero,4,4,4,4,3,3
stert,6,7,5,7,7,7
steve,7,6,4,6,6,6
stewy,11,9,9,8,8,8
stich,8,6,6,5,4,4
stick,10,10,7,6,3,3
stife,9,7,10,9,8,8
stiff,11,11,9,8,9,9
stile,5,3,5,3,3,3
still,6,5,5,4,5,5
stilt,5,5,6,5,6,6
stime,7,5,7,5,7,7
stimy,9,8,8,7,7,7
stine,5,4,4,3,6,6
sting,6,5,5,4,4,4
stink,7,6,7,5,6,6
stint,5,6,6,6,6,6
stion,4,4,6,5,6,6
stipa,5,5,5,5,5,5
stipe,8,6,9,8,7,7
stirk,7,8,5,4,3,3
stirp,6,7,6,5,4,4
stite,6,9,6,6,6,6
stith,7,8,7,6,5,5
stive,10,8,8,7,5,5
stivy,10,9,9,8,7,7
stoat,7,5,5,4,6,6
stock,11,9,9,7,7,7
stoep,6,5,5,4,4,4
stoff,12,11,13,12,13,13
stoga,7,7,6,6,3,3
stogy,10,8,6,5,5,5
stoic,6,5,7,6,4,4
stoic,6,5,7,6,4,4
stoke,9,7,8,7,4,4
stola,5,4,4,4,4,4
stole,6,4,5,4,3,3
stoma,5,5,4,4,4,4
stomp,10,8,11,9,6,6
stond,8,7,6,5,5,5
stone,7,5,5,4,4,4
stone,7,5,5,4,4,4
stong,9,8,6,5,3,3
stony,7,7,7,6,4,4
stood,8,8,9,11,11,11
stoof,11,12,11,12,12,12
stook,10,10,10,9,8,8
stool,7,5,5,4,5,5
stoon,5,8,6,6,6,6
stoop,9,9,8,11,10,10
stoot,8,13,7,13,13,13
stopa,6,6,5,5,6,6
stope,8,6,6,5,5,5
store,5,4,5,3,3,3
stork,6,8,7,6,5,5
storm,5,7,6,5,4,4
story,5,5,5,4,6,6
stosh,8,4,7,7,9,9
stoss,7,5,8,8,10,10
stoun,6,6,7,5,5,5
stoup,9,7,10,7,8,8
stour,5,5,5,4,4,4
stout,8,8,9,8,9,9
stove,10,8,7,6,6,6
strad,7,6,5,4,5,5
strad,7,6,5,4,5,5
strae,4,3,3,2,4,4
strag,10,9,7,6,2,2
stram,8,7,4,3,4,4
strap,9,8,6,5,6,6
straw,11,10,9,8,7,7
stray,6,5,8,7,8,8
stree,5,5,4,6,5,5
stret,5,6,3,7,6,6
strew,7,5,6,5,4,4
strey,6,4,5,4,5,5
stria,4,3,4,3,4,4
strid,5,4,4,3,4,4
strig,8,6,6,5,3,3
strip,7,5,7,6,5,5
strit,5,8,5,8,7,7
strix,9,7,8,7,6,6
strix,9,7,8,7,6,6
strom,6,6,6,4,5,5
strop,7,7,7,5,6,6
strow,8,8,5,3,5,5
stroy,5,5,8,6,7,7
strub,8,7,9,7,6,6
strue,5,4,4,3,4,4
strum,7,6,6,5,6,6
strut,6,9,7,9,9,9
struv,9,8,10,8,8,8
stubb,13,12,12,9,9,9
stuck,12,11,8,7,6,6
stude,7,5,6,5,7,7
study,10,9,11,8,8,8
stuff,14,13,13,10,10,10
stull,7,7,6,5,6,6
stulm,8,6,7,6,7,7
stump,11,8,9,6,8,8
stung,7,7,7,6,5,5
stunk,8,8,8,6,5,5
stunt,7,9,7,7,6,6
stupa,7,6,6,6,8,8
stupe,8,6,7,6,6,6
stupp,12,11,10,7,7,7
sturk,5,7,7,5,5,5
sturt,5,8,6,6,5,5
stuss,8,5,8,11,11,11
styan,9,4,5,3,5,5
styca,7,7,6,6,8,8
style,7,5,6,5,5,5
stylo,6,6,5,4,5,5
suade,7,7,9,8,8,8
suant,5,6,7,6,6,6
suave,8,8,9,9,7,7
subah,9,8,7,6,9,9
suber,9,8,6,5,8,8
subra,5,7,6,4,8,8
succi,7,9,7,8,8,8
sucre,4,4,7,7,5,5
sudan,6,7,7,7,8,8
suddy,9,10,9,10,8,8
sudic,7,7,7,6,6,6
sudra,4,6,7,5,9,9
sudsy,8,7,9,10,9,9
suede,9,6,6,9,6,6
suety,8,6,6,6,5,5
sueve,10,7,7,10,9,9
suevi,6,4,10,8,3,3
sugan,9,8,6,6,6,6
sugar,7,6,7,6,6,6
sugih,9,8,8,7,6,6
suina,4,4,6,6,5,5
suine,6,5,7,6,8,8
suing,7,6,7,7,6,6
suint,6,5,6,6,7,7
suist,5,9,7,7,6,6
suite,7,5,11,10,9,9
suity,6,7,7,7,7,7
sukey,8,5,10,9,9,9
sulea,4,4,5,5,5,5
sulfa,9,6,6,7,7,7
sulka,8,5,5,6,6,6
sulky,6,6,6,7,8,8
sulla,7,7,5,5,7,7
sully,6,7,5,6,7,7
sumac,8,7,7,6,6,6
sumak,9,8,8,7,7,7
sumph,10,9,9,10,7,7
sunil,5,5,6,5,4,4
sunna,5,7,6,6,8,8
sunni,6,8,6,6,7,7
sunny,8,8,8,9,9,9
sunup,8,8,8,8,7,7
suomi,6,6,8,10,5,5
supai,4,3,7,5,6,6
super,8,6,8,8,7,7
surah,6,5,6,5,8,8
sural,5,4,4,3,5,5
surat,5,4,5,4,6,6
sures,6,9,6,7,9,9
surfy,9,9,8,8,8,8
surge,6,5,4,4,5,5
surgy,8,8,7,7,8,8
surly,5,7,7,2,7,7
surma,7,7,5,5,6,6
surra,5,8,5,5,6,6
surya,6,6,6,6,7,7
susan,8,10,5,8,9,9
susie,5,5,7,7,5,5
sutor,6,5,5,4,4,4
sutra,3,5,5,3,8,8
suyog,9,9,7,9,5,5
suzan,10,9,8,9,11,11
swack,11,11,9,9,7,7
swage,11,8,10,9,5,5
swain,6,6,5,5,5,5
swale,8,7,7,6,7,7
swami,7,5,7,6,5,5
swamp,8,10,8,7,7,7
